"","file","mission","program_name","DoD_component"
"43","16-F-0402_DOC_32_GMLRS_GMLRS_AW_DEC_2015_SAR.pdf","The mission of the Guided Multiple Launch Rocket System/Guided Multiple Launch Rocket System Alternative Warhead (GMLRS/GMLRS AW) is to attack/neutralize/suppress/destroy targets using indirect precision fires. GMLRS provides Field Artillery units with medium- and long-range (70+ kilometers (Km)) fires while supporting brigade, division, corps, army, theater, Joint/Coalition Forces, and Marine Air-Ground Task Forces in full, limited, or expeditionary operations. GMLRS rocket is a solid propellant artillery rocket deployed from the M270A1 and the High Mobility Artillery Rocket System mobile launch vehicles. GMLRS/GMLRS AW uses an Inertial Measuring Unit with Global Positioning System assistance to guide the rocket to a specific point to deliver effects on target. GMLRS/GMLRS AW is transported and fired in a Rocket Pod Container that consists of six rockets. GMLRS family of munitions consists of three increments: Dual-Purpose Improved Conventional Munition (DPICM), Unitary (U), and Alternative Warhead (AW).","Guided Multiple Launch Rocket System/Guided Multiple Launch Rocket System Alternative Warhead (GMLRS/GMLRS AW)","Army"
"44","16-F-0402_DOC_33_IAMD_DEC_2015_SAR.pdf","The mission of the Army Integrated Air and Missile Defense (IAMD) Project Office (PO) is to define, develop, acquire, field and sustain the Army's portion of the Joint IAMD System of Systems capability to be deployed as integrated components in Army, Joint, Interagency, Inter-Governmental and Multi-National net-centric architectures. Additionally, the IAMD PO will develop, acquire, field and sustain the IAMD Battle Command System (IBCS) component of the architecture and integrate externally developed sensors and shooters to provide an effective IAMD capability.","Integrated Air and Missile Defense (IAMD)   DSN Fax:        897-3460","Army"
"45","16-F-0402_DOC_34_JAGM_DEC_2015_SAR.pdf","The Joint Air-to-Ground Missile (JAGM) program is an Army led MDAP with Joint interest with the U.S. Marine Corps and U.S. Navy. The JAGM mission is to develop the next generation of aviation launched fire and forget missiles to replace the HELLFIRE laser and Longbow radar missiles. JAGM will be used by Joint service aircraft for destruction of high value stationary, moving and relocatable land and maritime targets from standoff range in day, night, adverse weather and obscured battlefield conditions.","Joint Air-to-Ground Missile (JAGM)","Army"
"46","16-F-0402_DOC_35_JTRS_HMS_DEC_2015_SAR.pdf","The Handheld, Manpack, and Small Form Fit (HMS) radio program is a materiel solution meeting the requirements for a Software Communications Architecture (SCA) compliant hardware system hosting SCA-compliant Government purpose rights software waveforms (applications). HMS is an ACAT ID program that encompasses specific requirements to support the U.S. Army, Air Force, Navy, Marine Corps and Special Operations Command communication needs.","Joint Tactical Radio System Handheld, Manpack, and Small Form Fit Radios (JTRS HMS)","Army"
"47","16-F-0402_DOC_36_MQ-1C_Gray_Eagle_DEC_2015_SAR.pdf","The MQ-1C Gray Eagle Unmanned Aircraft System (MQ-1C Gray Eagle) provides the Division Commander a dedicated, assured, multi-mission unmanned aircraft system for the tactical fight assigned to the Combat Aviation Brigade (CAB) in each Division and supports the Division Fires, Battlefield Surveillance Brigades, and Brigade Combat Teams based upon the Division Commander's priorities. Additionally, MQ-1C Gray Eagle provides reconnaissance, surveillance, and target acquisition; command and control; communications relay; signals intelligence; electronic warfare; attack; detection of weapons of mass destruction; battle damage assessment; and manned-unmanned teaming capabilities. Fifteen Gray Eagle Warfighting companies are assigned as follows: ten companies assigned to Army divisions, one company to the National Training Center (NTC), one company to the U.S. Army Special Operations Command (USASOC), and three companies to the Intelligence and Security Command (INSCOM).","MQ-1C Gray Eagle Unmanned Aircraft System (MQ-1C Gray Eagle)","Army"
"48","16-F-0402_DOC_37_PAC-3_MSE_DEC_2015_SAR.pdf","The Patriot Advanced Capability-3 Missile Segment Enhancement (PAC-3 MSE) is a high velocity, hit-to-kill, surface-to-air missile capable of intercepting and destroying Tactical Ballistic Missiles (TBM) and air-breathing threats. The PAC-3 MSE is the follow-on variant of the PAC-3 missile. The PAC-3 MSE's improved capability is achieved through a higher performance solid rocket motor, modified lethality enhancer, more responsive control surfaces, upgraded guidance software, and insensitive munitions improvements. The PAC-3 MSE employs kinetic energy to destroy targets through a hit-to-kill capability and provides the range, accuracy, and lethality to effectively defend against TBMs armed with weapons of mass destruction as well as providing expanded battlespace performance against complex threats. The PAC-3 MSE is being integrated into the Patriot system requiring minor modifications to the launching station and using currently fielded system software, Post Deployment Build (PDB)-7. Additional system improvements, Radar Digital Processor and PDB-8 software are in process and, when fielded, enable the system to fully utilize the PAC-3 MSE kinematic capabilities.","Patriot Advanced Capability-3 Missile Segment Enhancement (PAC-3 MSE)","Army"
"49","16-F-0402_DOC_38_PIM_DEC_2015_SAR.pdf","The M109 Family of Vehicles (FOV) 155-millimeter / 39-caliber Self-Propelled Howitzer (SPH) provides the primary indirect fire support for full spectrum operations. It has the ability to support Armored Brigade Combat Teams, Infantry Brigade Combat Teams, and Stryker Brigade Combat Teams. The M109 FOV Carrier Ammunition Tracked (CAT) provides armored ammunition supply support to the SPH operating in support of full spectrum operations. Together, the M109 FOV is also referred to as Paladin Integrated Management (PIM) weapon (vehicle) system.","Paladin Integrated Management (PIM)  DSN Fax:        786-8892","Army"
"50","16-F-0402_DOC_39_UH-60M_Black_Hawk_DEC_2015_SAR.pdf","The UH-60M Black Hawk Helicopter (UH-60M Black Hawk) serves as the Army's utility helicopter for the current and Future Force and is in line with the Army's Modernization Strategy, the National Military Strategy, and the National Defense Strategy. The UH-60M Black Hawk is a digital networked platform with greater range and lift to support maneuver commanders through air assault, general support, command and control, and aeromedical evacuation. FRP for this new-build helicopter began in 2007. The UH-60M Black Hawk, with the integrated Medical Evacuation (MEDEVAC) Mission Equipment Package (MEP) kit, provides day/night and adverse weather emergency evacuation of casualties. The integration of the MEDEVAC MEP onto the UH-60M changes the nomenclature to HH-60M.","UH-60M Black Hawk Helicopter (UH-60M Black Hawk)","Army"
"51","16-F-0402_DOC_40_WIN-T_Inc_2_DEC_2015_SAR.pdf","Warfighter Information Network-Tactical Increment 2 (WIN-T Inc 2) provides the Army with On-The-Move (OTM) networking capability. The WIN-T Inc 2 network retains capabilities delivered by WIN-T Inc 1 and by leveraging proven Government and commercial technologies, adds greater network throughput and automated network management to optimize planning (to include spectrum use), initialization, monitoring and troubleshooting. WIN-T Inc 2 employs satellite communication OTM to extend the network in maneuver Brigade Combat Teams to Company-level. Using equipment mounted on combat platforms, WIN-T Inc 2 delivers a mobile capability that reduces reliance on fixed infrastructure and allows key leaders to move on the battlefield while retaining situational awareness and mission command capabilities. Using the Highband Networking Radio, with the Highband Networking Waveform and high performance antennas, the WIN-T Inc 2 line-of-sight network offers an adaptive 30 Megabit per second aggregate throughput to key leaders in their Command Post or in their vehicle. The WIN-T Inc 2 network is self-forming, which means that it automatically creates transmission paths based on terrain and environmental conditions; and self-healing, meaning that the paths will automatically re-route traffic to complete network transactions and calls even if one or more nodes break down or lose connectivity. This offers greater network reliability and better end-to-end connectivity than traditional point-to-point networks. WIN-T Inc 2 introduces the network management capability needed to keep the mobile and dispersed forces networked through automated planning, initialization, monitoring, and troubleshooting. Finally, WIN-T Inc 2 adopts ""Colorless Core"" technology that encrypts both classified and unclassified user information in the network and minimizes the number of users on the ""core"" of the network. The Colorless Core allows commanders to utilize the tactical network without fear of the enemy intercepting information. Colorless Core is a technical insertion in the WIN-T Inc 1b network which enables information sharing between WIN-T Inc 1b and WIN-T Inc 2.","Warfighter Information Network-Tactical Increment 2 (WIN-T Inc 2)","Army"
"52","16-F-0402_DOC_41_WIN-T_Inc_3_DEC_2015_SAR.pdf","Warfighter Information Network-Tactical Increment 3 (WIN-T Inc 3) develops the Network Operations (NetOps) software to meet the Army's Network Convergence goals. NetOps provides the monitoring, control and planning tools to ensure management of the voice, data and internet transport networks. The NetOps software will also provide Information Assurance and Network Centric Enterprise Services. This allows for seamless integration of the tactical network planning, management, monitoring, and defense for the Signal staff. These NetOps improvements simplify the management of the network and increase the automation of tools and reporting. The developed NetOps software enhancements will be provided as a technical insertion to WIN-T Inc 1 and WIN-T Inc 2 for fielding and support.","Warfighter Information Network-Tactical Increment 3 (WIN-T Inc 3)","Army"
"53","16-F-0402_DOC_42_F-35_DEC_2015_SAR.pdf","The F-35 Joint Strike Fighter Aircraft (F-35) Program will develop and field an affordable, highly common family of next- generation strike aircraft for the U.S. Navy, Air Force, Marine Corps, and allies. The three variants are the F-35A; F-35B; and the F-35C. The F-35A will be a stealthy multi-role aircraft, primarily air-to-ground, for the Air Force to replace the F-16 and A-10 and complement the F-22. The F-35B variant will be a multi-role strike fighter aircraft to replace the AV-8B and F/A -18A/C/D for the Marine Corps. The F-35C will provide the U.S. Navy a multi-role, stealthy strike fighter aircraft to complement the F/A-18E/F. The planned DoD F-35 Fleet will replace the joint services' legacy fleets. The transition from multiple type/model/series to a common platform will result in a smaller total force over time and operational and overall cost efficiencies.","F-35 Joint Strike Fighter Aircraft (F-35)","DoD"
"54","16-F-0402_DOC_43_JLTV_DEC_2015_SAR.pdf","The primary mission of the Joint Light Tactical Vehicle (JLTV) is to provide protected, sustained, and networked light tactical mobility to the Joint forces, capable of worldwide deployment across the full spectrum of military operations and mission profiles under all weather and terrain conditions.","Joint Light Tactical Vehicle (JLTV)","Army"
"55","16-F-0402_DOC_44_Chem_Demil-ACWA_DEC_2015_SAR.pdf","Chemical Demilitarization-Assembled Chemical Weapons Alternatives (Chem Demil-ACWA) is performing a portion of the chemical warfare materiel elimination mission. In 1996, Congress and the President, responding to public concerns about the safe destruction of chemical weapons, established and later expanded the ACWA program (Public Laws 104-208, 105- 261, 106-79, and 107-248). The DoD was charged with identifying and demonstrating two or more alternative technologies to incineration for the destruction of assembled chemical weapons. The DAE assigned PM ACWA the responsibility for developing neutralization technologies to eliminate the chemical weapons stockpiles located at Pueblo, CO, and Blue Grass, KY (July 16, 2002, and February 3, 2003, respectively). At the time of initiation, the ACWA program was known as the Assembled Chemical Weapons Assessment program. When the assessment phase was complete, the ACWA program shifted its focus from assessing chemical weapons destruction technologies to implementing full-scale pilot testing. As a result, the program was renamed Assembled Chemical Weapons Alternatives in June 2003, to better reflect the new program goals. To raise the program's visibility and obtain the necessary resources, PM ACWA was redesignated as the Program Executive Office, ACWA on October 1, 2012.","Chemical Demilitarization-Assembled Chemical Weapons Alternatives (Chem Demil-ACWA)","DoD"
"56","16-F-0402_DOC_45_BMDS_DEC_2015_SAR.pdf","Mission and Description","Ballistic Missile Defense System (BMDS)","DoD"
"57","16-F-0402_DOC_46_AARGM_DEC_2015_SAR.pdf","The AGM-88E Advanced Anti-Radiation Guided Missile (AGM-88E AARGM) program fields a major system upgrade to the AGM-88 High Speed Anti-Radiation Missile (HARM) inventory. The AGM-88E AARGM provides a significant enhancement to Naval operational capability in the Offensive Counter Air/Suppression of Enemy Air Defenses (SEAD) mission area by technological upgrade to the HARM guidance system to counter enemy use of simple and cheap countermeasures and tactics such as mobility and radar shutdown. The AGM-88E AARGM is employed in the Offensive Counter Air/SEAD role in direct support of all mission areas within the objective force (e.g., Strike Warfare, Amphibious Warfare, Anti-Surface Ship Warfare, and Command and Control Warfare and Information Warfare) providing a rapid, organic response to air defense threats ranging from Smaller Scale Contingencies to Major Theater War. It will be employed by Naval aircraft operating from both sea and land bases.","AGM-88E Advanced Anti-Radiation Guided Missile (AGM-88E AARGM)","Navy"
"58","16-F-0402_DOC_47_AMDR_DEC_2015_SAR.pdf","The Air and Missile Defense Radar (AMDR) is the Navy's next generation radar system that will address Ballistic Missile Defense and Air Defense capability gaps identified in the Maritime Air and Missile Defense of Joint Forces (MAMDJF) Initial Capabilities Document. The AMDR suite consists of an S-band radar (AMDR-S), X-band radar, and a Radar Suite Controller (RSC). AMDR-S is a new development Integrated Air and Missile Defense radar providing sensitivity for long range detection and engagement of advanced threats. The X-band radar is a horizon-search radar based on existing technology. The RSC provides S and X band radar resource management, coordination, and interface to the combat system. AMDR will be deployed on the Guided Missile Destroyer (DDG) 51 Flight III.","Air and Missile Defense Radar (AMDR)  DSN Fax:","Navy"
"59","16-F-0402_DOC_48_CEC_DEC_2015_SAR.pdf","Mission","Cooperative Engagement Capability (CEC)","Navy"
"60","16-F-0402_DOC_49_CH-53K_DEC_2015_SAR.pdf","The CH-53K Heavy Lift Replacement Helicopter (CH-53K) program mission is to generate and support a robust United States Marine Corps heavy-lift capability. The primary mission is vertical heavy lift. The Program includes improvements in lift and range capabilities, commonality, reliability, maintainability, interoperability, ship integration, survivability, and force protection. The CH-53K helicopter will be a replacement for the CH-53E.","CH-53K Heavy Lift Replacement Helicopter (CH-53K)","Navy"
"61","16-F-0402_DOC_50_CVN_78_DEC_2015_SAR.pdf","The CVN 78 Gerald R. Ford Class Nuclear Aircraft Carrier (CVN 78) is the planned successor to the NIMITZ-class (CVN 68) aircraft carrier. The CVN 78 mission is to provide credible, sustainable, independent forward presence during peacetime without access to land bases; operate as the cornerstone of a joint and/or allied maritime expeditionary force in response to crisis; and carry the war to the enemy through joint multi-mission offensive operations by: (a) being able to operate and support aircraft in attacks on enemy forces ashore, afloat, or submerged independent of forward-based land facilities, (b) protecting friendly forces from enemy attack through the establishment and maintenance of battle space dominance independent of forward-based land facilities, and (c) engaging in sustained operations in support of the United States and its allies independent of forward-based land facilities.","CVN 78 Gerald R. Ford Class Nuclear Aircraft Carrier (CVN 78)","Navy"
"62","16-F-0402_DOC_51_EA-18G_DEC_2015_SAR.pdf","The EA-18G Growler Aircraft (EA-18G) is the fourth major variant of the F/A-18 family of aircraft. The EA-18G serves as the Navy's replacement for the EA-6B providing a capability to detect, identify, locate, and suppress hostile emitters. The EA- 18G provides organic accurate emitter targeting for employment of onboard suppression weapons such as High-Speed Anti -Radiation Missile. The EA-18G aircraft is a missionized F/A-18F airframe coupled with the integration of its primary Airborne Electronic Attack systems that include the ALQ-99 Tactical Jamming System pods, AN/ALQ-218 Receiver, Communication Countermeasures Set with functionality equivalent to the USQ-113, and the Multi-Mission Advanced Tactical Terminal.","EA-18G Growler Aircraft (EA-18G)","Navy"
"63","16-F-0402_DOC_52_GATOR_DEC_2015_SAR.pdf","The Ground/Air Task Oriented Radar (G/ATOR) is a single material solution for the mobile Multi-Role Radar System and Ground Weapons Locating Radar (GWLR) requirements. It is a three-dimensional, short/medium range multi-role radar designed to detect unmanned aerial systems, cruise missiles, air breathing targets, rockets, artillery, and mortars. G/ATOR satisfies the warfighter's expeditionary needs across the Marine Air Ground Task Force spectrum replacing five legacy radar systems with a single solution. The Air Defense/ Surveillance Radar G/ATOR Block 1 provides capabilities in the Short Range Air Defense and Air Surveillance mission areas; GWLR G/ATOR Block 2 will address Counter-fire Targeting Missions; and Expeditionary Airport Surveillance Radar G/ATOR Block 4 will address Air Traffic Control missions. G/ATOR Block 4 is not included in the Acquisition Program Baseline. Resourcing may be included in future budget builds. G/ATOR provides real-time radar measurement data to the Tactical Air Operations Module, Common Aviation Command and Control System, Composite Tracking Network, and Advanced Field Artillery Tactical Data System.","Ground/Air Task Oriented Radar (G/ATOR)  DSN Fax:        278-0307","Navy"
"64","16-F-0402_DOC_53_H-1_Upgrades_DEC_2015_SAR.pdf","The mission of the AH-1Z attack helicopter is to provide rotary wing close air support, anti-armor, armed escort, armed/visual reconnaissance and fire support coordination capabilities under day/night and adverse weather conditions for the United States Marine Corps. The mission of the UH-1Y utility helicopter is to provide command, control and assault support under day/night and adverse weather conditions. Both the AH-1Z and UH-1Y aircraft incorporate state-of-the-art designs, which serve to improve capability, lethality, and survivability. Major modifications include a new four-bladed rotor system with semi-automatic blade fold of the new composite rotor blades, new performance matched transmissions, a new four-bladed tail rotor and drive system, upgraded landing gear, and pylon structural modifications. The H-1 Upgrades aircraft have increased maneuverability, speed, and payload capability. Both aircraft have fully integrated common cockpits/avionics that reduce operator workload and improve situational awareness, thus increasing safety.","H-1 Upgrades (4BW/4BN) (H-1 Upgrades)","Navy"
"65","16-F-0402_DOC_54_IDECM_DEC_2015_SAR.pdf","The Integrated Defensive Electronic Countermeasures (IDECM) System is a Radio Frequency (RF), self-protection electronic countermeasure suite on the F/A-18 aircraft. IDECM improves the survivability of the F/A-18 aircraft against RF guided threats during Air-to-Ground/Surface and Air-to-Air missions. The system is comprised of onboard components, which receive and process radar signals, along with onboard and offboard jammer components that transmit appropriate RF jamming responses.","Integrated Defensive Electronic Countermeasures (IDECM)","Navy"
"66","16-F-0402_DOC_55_JPALS_Inc_1A_DEC_2015_SAR.pdf","Precision approach and landing is a critical enabler for joint, coalition, combined, and inter-agency aviation assets to complete approaches and landings in limited visibility conditions. Today, the DoD relies heavily on a more expeditionary and agile joint force, which in turn places increased emphasis on aviation assets for deployment, employment, sustainment, and redeployment. To be readily available to the Joint Force Commander (JFC), aviation assets need to be able to operate into and out of all civil and military air facilities (airfields, landing areas, and air capable ships at sea) across the range of military operations in a fully automatic landing (auto-land) mode. A key to joint operational success is the ability of aviation assets to land anywhere, at any time. However, a standard precision approach and landing system with auto-land capability does not exist for joint forces, nor is there a standard system to fully support unmanned aircraft Precision Approach and Landing Capability (PALC) requirements.","Joint Precision Approach and Landing System Increment 1A (JPALS Inc 1A)","Navy"
"67","16-F-0402_DOC_56_LCS_MM_DEC_2015_SAR.pdf","The Littoral Combat Ship (LCS) is a fast, agile, and networked surface combatant optimized for operations close to shore, otherwise known as the littorals. The LCS Mission Modules (MM) provide a modular, focused mission capability to the Combatant Commanders to provide assured access against littoral threats. The primary missions for the LCS include countering littoral mine, submarine, and surface threats to assure maritime access for Joint Forces. The underlying strength of the LCS lies in its innovative design approach and the application of modularity for operational flexibility. Fundamental to this approach is the capability to rapidly install interchangeable mission packages onto the ship.","Littoral Combat Ship Mission Modules (LCS MM)","Navy"
"68","16-F-0402_DOC_57_LHA_6_DEC_2015_SAR.pdf","The LHA Replacement (LHA (R)) Program is planned to replace existing LHA 1 Class Amphibious Assault Ships, which reach the end of their extended service lives between 2011 and 2015.","LHA 6 America Class Amphibious Assault Ship (LHA 6)","Navy"
"69","16-F-0402_DOC_58_LPD_17_DEC_2015_SAR.pdf","The LPD 17 San Antonio Class Amphibious Transport Dock Ship (LPD 17) is the functional replacement for the LPD 4, LSD 36, LKA 113, and LST 1179 Classes of Amphibious Ships for embarking, transporting and landing elements of a Marine landing force in an assault by helicopters, landing craft, amphibious vehicles, and by a combination of these methods to conduct the primary amphibious warfare mission.","LPD 17 San Antonio Class Amphibious Transport Dock (LPD 17)","Navy"
"70","16-F-0402_DOC_59_MQ-8_Fire_Scout_DEC_2015_SAR.pdf","The MQ-8 Fire Scout Unmanned Aircraft System (MQ-8 Fire Scout) program supports the Close Range Reconnaissance, Surveillance and Target Acquisition Capability Mission Need Statement, and the CPD for the Vertical Take-off and Landing Tactical Unmanned Aerial Vehicle System, as amended May 15, 2009. Additionally, the performance attributes of the MQ-8 Fire Scout support the Initial Capabilities Documents for Littoral Combat Ship, Vertical Unmanned Air Vehicle (UAV), Assured Maritime Access in the Littorals, Joint Strike Enable, and Penetrating Intelligence, Surveillance, and Reconnaissance for Area Denial Threat Environments.","MQ-8 Fire Scout Unmanned Aircraft System (MQ-8 Fire Scout)","Navy"
"71","16-F-0402_DOC_60_SM-6_DEC_2015_SAR.pdf","The Standard Missile-6 (SM-6) Extended Range Active Missile (ERAM) is designed to provide ship self-defense, fleet area defense, and theater air defense for sea and littoral forces. Raytheon Missile Systems has been chosen as the sole source contractor for SM-6 ERAM Block I. The SM-6 ERAM is a surface-to-air supersonic missile, launched from AEGIS Cruisers and Destroyers, capable of successfully engaging manned and unmanned, fixed or rotary wing aircraft and land attack or Anti-Ship Cruise Missiles in flight. The SM-6 ERAM program is an evolutionary, capabilities based acquisition program that will use spiral development to produce an initial Block I capability, with follow-on blocks to pace emerging threat systems as required. In addition to an extended range, the initial SM-6 ERAM Block I will have active missile seeker homing for improved flight responsiveness, guidance, sub-clutter visibility, and countermeasures resistance over present SM-2 missiles and will be ""Engage-On-Remote"" intercept capable.","Standard Missile-6 (SM-6)","Navy"
"72","16-F-0402_DOC_61_SSC_DEC_2015_SAR.pdf","Ship to Shore Connector (SSC) is the Landing Craft, Air Cushion (LCAC) replacement. It is an Air Cushion Vehicle with the same footprint as the LCAC Service Life Extension Program. The SSC mission is to land surface assault elements in support of Operational Maneuver from the Sea at Over-The-Horizon distances, while operating from amphibious ships and mobile landing platforms. The primary role of SSC is to transport weapon systems, equipment, cargo, and personnel of the assault elements of the Marine Expeditionary Brigades and the Army Brigade Combat Teams during Ship-to-Objective Maneuver and Prepare for Movement operations.","Ship to Shore Connector Amphibious Craft (SSC)","Navy"
"73","16-F-0402_DOC_62_SSN_774_DEC_2015_SAR.pdf","The VIRGINIA Class (SSN 774) Submarine Program is bringing forward a critical national security asset designed to flexibly address the unique multi-mission requirements of the post-Cold War era. Capable of performing traditional submarine missions, dominating the littoral battle space and adapting to future requirements, the VIRGINIA Class Submarine satisfies any assigned role well into the Twenty-First Century. Intended to replace the fleet of SSN 688 Class submarines, the VIRGINIA Class Submarine is characterized by state-of-the-art stealth, enhanced features for special operations forces, and cost effective Command, Control, Communication and Intelligence capability. With an array of armament including the MK48 Advanced Capability torpedo and cruise missile vertical launch capability, the VIRGINIA Class Submarine maintains total undersea superiority at an affordable cost.","SSN 774 Virginia Class Submarine (SSN 774)","Navy"
"74","16-F-0402_DOC_63_Trident_II_Missile_DEC_2015_SAR.pdf","The TRIDENT II (D5) Sea-Launched Ballistic Missile UGM 133A (TRIDENT II (D5) missile) developed an improved Submarine Launched Ballistic Missile with greater accuracy and payload capability at equivalent ranges as compared to the TRIDENT I (C4) system. TRIDENT II (D5) enhances United States (U.S.) strategic deterrence by providing a survivable sea- based system capable of engaging the full spectrum of potential targets. It enhances the U.S. position in strategic arms negotiation by providing a weapon system with performance and payload flexibility that accommodates various treaty initiatives. The TRIDENT II (D5) missile's increased payload allows the deterrent mission to be achieved with fewer submarines.","Trident II (D-5) Sea-Launched Ballistic Missile UGM 133A (Trident II Missile)","Navy"
"75","16-F-0402_DOC_64_V-22_DEC_2015_SAR.pdf","The V-22 Osprey Joint Services Advanced Vertical Lift Aircraft (V-22) Program was established by the DoD to develop, test, evaluate, procure, field and support a tilt rotor, Vertical/Short Takeoff and Landing aircraft for Joint Service application. The Navy was designated the Executive Agent with support from the United States Air Force (USAF) in the V-22 Joint Program Office located at the Naval Air Systems Command Headquarters, Naval Air Station Patuxent River, MD. The V-22 Program is designed to provide an aircraft to meet the amphibious/vertical assault needs of the United States Marine Corps (USMC), the Carrier-On Board Delivery/fleet logistics needs of the Navy, and the special operations needs of the USAF and United States Special Operations Command (USSOCOM). The MV-22 variant replaces the CH-46E and CH-53D in the USMC. The CV-22 variant replaces the MH-53-J/M, but also provides a new capability and augments the MC-130 in the USAF/USSOCOM inventory for special operations infiltration, exfiltration, and resupply missions. The Navy CMV-22 will be replacing the C-2A in the Navy inventory. The V-22 is capable of flying over 2,100 nautical miles with a single refueling, giving the Services the advantage of a V/STOL aircraft able to rapidly self-deploy to any location in the world.","V-22 Osprey Joint Services Advanced Vertical Lift Aircraft (V-22)","Navy"
"76","16-F-0402_DOC_65_VH-92A_DEC_2015_SAR.pdf","The VH-92A Presidential Helicopter (VH-92A) program mission is to provide safe, reliable, and timely transportation for the President, Vice President, Foreign Heads of State, and other official parties as directed by the Director of the White House Military Office. Presidential helicopter transportation requirements are executed by Marine Helicopter Squadron One (HMX- 1) and support the President worldwide and the Vice President primarily inside the National Capital Region. Mission tasking encompasses two (2) main types of missions, administrative lift (Mission Tasking 1) and contingency operations (Mission Tasking 2). The VH-92A platform will replace both In-Service aircraft (VH-3D and VH-60N) and is based on Sikorsky's commercial S-92A helicopter. The acquisition strategy for the VH-92A program involves integration of mature government- defined mission systems and an executive interior into the existing S-92A air vehicle.","VH-92A Presidential Helicopter (VH-92A)","Navy"
"77","16-F-0402_DOC_66_AIM_9X_DEC_2015_SAR.pdf","The AIM-9X Block II Sidewinder (AIM-9X Blk II) short-range air-to-air missile is a long term evolution of the AIM-9 series of fielded missiles. The missile program provides a launch and leave, air combat munitions that uses passive Infrared (IR) energy for acquisition and tracking of enemy aircraft and complements the Advanced Medium Range Air-to-Air Missile. Air superiority in the short-range air-to-air missile arena is essential and includes first shot, first kill opportunity against enemy employing IR countermeasures. Anti-Tamper features have been incorporated to protect improvements inherent in this design.","AIM-9X Block II Sidewinder (AIM-9X Blk II)","Navy"
"78","16-F-0402_DOC_67_DDG_1000_DEC_2015_SAR.pdf","DDG 1000 Zumwalt Class Destroyer (DDG 1000) will be an optimally-crewed, multi-mission surface combatant designed to fulfill volume firepower and precision strike requirements. This advanced warship will provide credible forward naval presence while operating independently or as an integral part of Naval, Joint, or Combined Expeditionary Strike Forces. Armed with an array of weapons, DDG 1000 will provide offensive, distributed, and precision firepower at long ranges in support of forces ashore. To ensure effective operations in the littoral, DDG 1000 will incorporate signature reduction, active and passive self-defense systems, and enhanced survivability features.","DDG 1000 Zumwalt Class Destroyer (DDG 1000)","Navy"
"79","16-F-0402_DOC_68_E-2D_AHE_DEC_2015_SAR.pdf","The E-2D Advanced Hawkeye Aircraft (E-2D AHE) is a carrier based, all weather, multi-mission aircraft. The E-2D AHE mission is to provide premier airborne Battle Management Command and Control and Surveillance as part of the Naval and Joint Integrated Air and Missile Defense architecture including the Naval Integrated Fire Control-Counter Air capability. The centerpiece of the E-2D AHE is the APY-9 radar system. This radar system is designed specifically to provide significantly enhanced surveillance detection and tracking capability against advanced threat aircraft and cruise missile systems in the overland, littoral, and open ocean environments. Maritime surveillance is also maintained in the open ocean scenarios. The E-2D AHE provides early warning of hostile threats and provides the force with the right data to prosecute any engagement. Key capabilities along with the radar include the Identification Friend or Foe system and Electronic Support Measures for surveillance and combat identification, advanced mission processing capability to integrate all on-board sensor data and off- board information into a coherent tactical picture, and communications, data link, and sensor netting systems to share information across the battlespace. These capabilities allow the E-2D AHE to provide a significant contribution to execution of other mission areas such as Strike, Combat Search and Rescue, and Homeland Defense. As a part of the E-2D AHE radar modernization effort, the Navy also invested in integrating a full glass cockpit and full Communication Navigation Surveillance/Air Traffic Management capability. The glass cockpit will also provide the capability for the pilot or co-pilot to perform tactical mission functions.","E-2D Advanced Hawkeye Aircraft (E-2D AHE)","Navy"
"80","16-F-0402_DOC_69_KC-130J_DEC_2015_SAR.pdf","The KC-130J Transport Aircraft (KC-130J) is a high-wing, long range land based monoplane which is powered by four turboprop engines equipped with six blade variable pitch propellers.","KC-130J Transport Aircraft (KC-130J)","Navy"
"81","16-F-0402_DOC_70_MH-60R_DEC_2015_SAR.pdf","The MH-60R Multi-Mission Helicopter (MH-60R) primary mission areas include Anti-Submarine Warfare and Surface Warfare. Secondary mission areas include Search and Rescue, Vertical Replenishment, Naval Surface Fire Support, logistics support, personnel transport, Medical Evacuation, and Very High Frequency/Ultra High Frequency Link Communication Relay. The MH-60R is the central component of the 'Navy Helicopter Master Plan' and the Chief of Naval Operations approved Helicopter Concept of Operations that replaces the aging SH-60B and SH-60F helicopters. The avionics upgrades over the existing SH-60B/F include: a glass cockpit common with the MH-60S; Airborne Low Frequency Sonar (ALFS) as a long-range active dipping sonar; Electronic Support Measures with expanded frequency coverage and location detection; Multi-Mode Radar with long-range search, Automatic Radar Periscope Detection and Discrimination; imaging Inverse Synthetic Aperture Radar; Forward Looking Infra-Red for imaging and laser target designation; Commercial Off-The-Shelf Acoustic Processor for acoustic processing for ALFS and sonobuoys; Integrated Self Defense; Advanced Precision Kill Weapon System; and the Mission Planning System. MH-60R sensors and real-time exchange of tactical data with the host ship will bring a new dimension of battle space control to the Naval Commander.","MH-60R Multi-Mission Helicopter (MH-60R)","Navy"
